Restaurant_ID,Restaurant_Name,City,Cuisines,Restaurant_Type,Rating,Votes,Approx_Cost_for_Two,Rating_Category,Cost_Category,Engagement_Score,Online_Order,Table_Booking
ZOM1927,The Biryani Bowl (Mad),Hyderabad,North Indian,Casual Dining,4.4,620,1482,Very Good (4.0-4.5),Premium (700-1500),28.3,Yes,Yes
ZOM1928,South Kitchen (Laj),Delhi,Continental,Quick Bites,4.4,959,485,Very Good (4.0-4.5),Mid-range (300-700),30.21,Yes,No
ZOM1929,The Sandwich Shop (SG ),Ahmedabad,Mughlai,Bakery,4.3,3254,595,Very Good (4.0-4.5),Mid-range (300-700),34.78,Yes,No
ZOM1930,Food Junction (Jag),Jaipur,Gujarati,Quick Bites,3.6,4758,211,Good (3.5-4.0),Budget (<300),30.48,Yes,No
ZOM1931,Dosa Point (Sak),Delhi,Bengali,Quick Bites,4.1,2557,388,Very Good (4.0-4.5),Mid-range (300-700),32.17,Yes,No
ZOM1932,Chaat Corner (Hau),Delhi,Mughlai,Fine Dining,3.1,2730,4537,Average (2.5-3.5),Luxury (1500+),24.53,Yes,Yes
ZOM1933,Dosa Point (MG ),Bangalore,Mughlai,Bakery,4.2,4256,577,Very Good (4.0-4.5),Mid-range (300-700),35.1,Yes,No
ZOM1934,Masala Magic (Kor),Pune,Italian,Food Court,2.6,927,636,Average (2.5-3.5),Mid-range (300-700),17.77,Yes,No
ZOM1935,The Biryani Bowl (Ady),Chennai,Biryani,Dhaba,4.1,1819,539,Very Good (4.0-4.5),Mid-range (300-700),30.78,Yes,No
ZOM1936,Curry Leaf (Jub),Hyderabad,Continental,Dhaba,3.9,4492,319,Good (3.5-4.0),Mid-range (300-700),32.8,No,No
ZOM1937,Food Junction (Col),Mumbai,Chinese,Casual Dining,2.6,1842,1089,Average (2.5-3.5),Premium (700-1500),19.55,Yes,No
ZOM1938,The Diner (Kor),Pune,Continental,Casual Dining,2.7,2954,854,Average (2.5-3.5),Premium (700-1500),21.58,Yes,Yes
ZOM1939,Chaat Corner (Vim),Pune,Gujarati,Delivery Only,3.5,2383,381,Average (2.5-3.5),Mid-range (300-700),27.22,Yes,No
ZOM1940,Burger House (Jag),Jaipur,Chinese,Dhaba,5.0,2740,599,Excellent (4.5+),Mid-range (300-700),39.58,Yes,No
ZOM1941,Tikka Town (Beh),Kolkata,Continental,Cafe,2.9,2855,1411,Average (2.5-3.5),Premium (700-1500),23.08,Yes,No
ZOM1942,Saffron Kitchen (Cam),Pune,Biryani,Fine Dining,3.9,2969,3546,Good (3.5-4.0),Luxury (1500+),31.19,Yes,No
ZOM1943,The Grand Kitchen (Mal),Jaipur,Gujarati,Fine Dining,4.7,2855,4145,Excellent (4.5+),Luxury (1500+),37.4,Yes,Yes
ZOM1944,Saffron Kitchen (Gac),Hyderabad,Biryani,Dhaba,4.1,3491,555,Very Good (4.0-4.5),Mid-range (300-700),33.45,Yes,No
ZOM1945,The Sandwich Shop (Mal),Jaipur,South Indian,Casual Dining,4.6,3844,914,Excellent (4.5+),Premium (700-1500),37.97,Yes,Yes
ZOM1946,The Biryani Bowl (SG ),Ahmedabad,Italian,Cafe,4.8,3201,782,Excellent (4.5+),Premium (700-1500),38.74,Yes,No
ZOM1947,Royal Feast (Kot),Pune,Biryani,Cafe,4.9,2735,473,Excellent (4.5+),Mid-range (300-700),38.78,Yes,No
ZOM1948,Food Junction (Bal),Kolkata,South Indian,Fine Dining,3.5,2263,2493,Average (2.5-3.5),Luxury (1500+),27.04,No,Yes
ZOM1949,Burger House (Aun),Pune,Mexican,Cafe,4.4,2592,1300,Very Good (4.0-4.5),Premium (700-1500),34.59,Yes,No
ZOM1950,The Kebab Studio (Ami),Lucknow,Thai,Dhaba,4.5,2832,369,Very Good (4.0-4.5),Mid-range (300-700),35.77,Yes,No
ZOM1951,Dosa Point (CG ),Ahmedabad,Mexican,Dhaba,3.7,1042,487,Good (3.5-4.0),Mid-range (300-700),25.71,Yes,No
ZOM1952,Food Junction (CG ),Ahmedabad,Mexican,Fine Dining,4.4,2966,4435,Very Good (4.0-4.5),Luxury (1500+),35.18,Yes,Yes
ZOM1953,South Kitchen (Jay),Bangalore,Mughlai,Quick Bites,3.5,944,282,Average (2.5-3.5),Budget (<300),23.98,No,No
ZOM1954,Royal Feast (Ala),Lucknow,North Indian,Fine Dining,4.5,3419,2500,Very Good (4.0-4.5),Luxury (1500+),36.62,Yes,Yes
ZOM1955,Idli House (Nav),Ahmedabad,Chinese,Fine Dining,4.5,2510,2417,Very Good (4.0-4.5),Luxury (1500+),35.23,No,No
ZOM1956,Royal Feast (MG ),Bangalore,Mexican,Casual Dining,4.2,1879,592,Very Good (4.0-4.5),Mid-range (300-700),31.66,Yes,No
ZOM1957,Tikka Town (Ala),Lucknow,Bengali,Food Court,4.1,620,605,Very Good (4.0-4.5),Mid-range (300-700),26.37,Yes,No
ZOM1958,The Sandwich Shop (Jay),Bangalore,Gujarati,Food Court,3.6,4193,495,Good (3.5-4.0),Mid-range (300-700),30.03,No,No
ZOM1959,Green Leaf Cafe (Sak),Delhi,Gujarati,Dhaba,2.8,1146,731,Average (2.5-3.5),Premium (700-1500),19.73,Yes,No
ZOM1960,The Kebab Studio (CG ),Ahmedabad,Fast Food,Quick Bites,4.0,2695,162,Good (3.5-4.0),Budget (<300),31.6,Yes,No
ZOM1961,Flavors Restaurant (Man),Jaipur,South Indian,Quick Bites,3.8,809,379,Good (3.5-4.0),Mid-range (300-700),25.45,Yes,No
ZOM1962,The Diner (Man),Ahmedabad,North Indian,Quick Bites,3.8,3880,448,Good (3.5-4.0),Mid-range (300-700),31.4,Yes,No
ZOM1963,Urban Bites (Sec),Hyderabad,Bengali,Food Court,3.5,4396,539,Average (2.5-3.5),Mid-range (300-700),29.36,Yes,No
ZOM1964,The Food Factory (Nav),Ahmedabad,Mughlai,Dhaba,2.9,946,244,Average (2.5-3.5),Budget (<300),19.87,No,No
ZOM1965,Royal Feast (Hin),Pune,South Indian,Quick Bites,4.1,959,388,Very Good (4.0-4.5),Mid-range (300-700),28.15,Yes,No
ZOM1966,The Pizza Place (Ann),Chennai,Chinese,Delivery Only,4.5,948,455,Very Good (4.0-4.5),Mid-range (300-700),30.85,Yes,No
ZOM1967,Bombay Bites (Kor),Bangalore,Biryani,Casual Dining,3.3,4279,611,Average (2.5-3.5),Mid-range (300-700),27.59,No,No
ZOM1968,Flavors Restaurant (Vel),Chennai,South Indian,Casual Dining,3.9,1833,1030,Good (3.5-4.0),Premium (700-1500),29.31,Yes,Yes
ZOM1969,The Curry House (Jag),Jaipur,Continental,Quick Bites,4.3,1235,244,Very Good (4.0-4.5),Budget (<300),30.61,Yes,No
ZOM1970,Olive Garden (Kar),Delhi,North Indian,Dhaba,3.6,3861,270,Good (3.5-4.0),Budget (<300),29.73,Yes,No
ZOM1971,Bombay Bites (Mad),Hyderabad,Gujarati,Fine Dining,3.2,767,3823,Average (2.5-3.5),Luxury (1500+),21.26,No,Yes
ZOM1972,The Grill House (Ali),Kolkata,Chinese,Cafe,3.4,4150,963,Average (2.5-3.5),Premium (700-1500),28.33,No,No
ZOM1973,Olive Garden (Col),Mumbai,Bengali,Delivery Only,3.5,4883,684,Average (2.5-3.5),Mid-range (300-700),29.73,Yes,No
ZOM1974,The Biryani Bowl (Nun),Chennai,Fast Food,Dhaba,3.7,2045,255,Good (3.5-4.0),Budget (<300),28.21,Yes,No
ZOM1975,Bombay Bites (Ban),Mumbai,Biryani,Quick Bites,4.0,4460,259,Good (3.5-4.0),Budget (<300),33.61,Yes,No
ZOM1976,Tikka Town (MG ),Bangalore,Thai,Delivery Only,3.4,908,619,Average (2.5-3.5),Mid-range (300-700),23.16,No,No
ZOM1977,The Curry House (Beh),Kolkata,Fast Food,Food Court,4.5,641,212,Very Good (4.0-4.5),Budget (<300),29.09,Yes,No
ZOM1978,Curry Leaf (Man),Ahmedabad,Mughlai,Casual Dining,4.3,2153,852,Very Good (4.0-4.5),Premium (700-1500),33.0,Yes,Yes
ZOM1979,The Pizza Place (And),Mumbai,Gujarati,Fine Dining,4.8,4586,2789,Excellent (4.5+),Luxury (1500+),40.47,No,Yes
ZOM1980,The Diner (MI ),Jaipur,Gujarati,Food Court,2.9,1452,311,Average (2.5-3.5),Mid-range (300-700),21.12,Yes,No
ZOM1981,Royal Feast (Aun),Pune,Biryani,Casual Dining,2.9,3221,1488,Average (2.5-3.5),Premium (700-1500),23.43,No,Yes
ZOM1982,The Diner (Sec),Hyderabad,North Indian,Delivery Only,3.7,3323,638,Good (3.5-4.0),Mid-range (300-700),30.0,Yes,No
ZOM1983,Spice Garden (Jub),Hyderabad,Mexican,Bakery,3.8,230,288,Good (3.5-4.0),Budget (<300),20.68,Yes,No
ZOM1984,Royal Feast (Ban),Mumbai,Gujarati,Dhaba,4.5,534,598,Very Good (4.0-4.5),Mid-range (300-700),28.27,Yes,No
ZOM1985,Urban Bites (Jay),Bangalore,Italian,Fine Dining,4.2,1531,2178,Very Good (4.0-4.5),Luxury (1500+),30.8,Yes,Yes
ZOM1986,The Kebab Studio (Man),Jaipur,Fast Food,Cafe,3.7,2901,1244,Good (3.5-4.0),Premium (700-1500),29.5,Yes,No
ZOM1987,Olive Garden (Civ),Jaipur,North Indian,Dhaba,3.5,3920,627,Average (2.5-3.5),Mid-range (300-700),28.96,Yes,No
ZOM1988,Noodle Box (Ann),Chennai,Gujarati,Food Court,3.1,1239,247,Average (2.5-3.5),Budget (<300),22.08,Yes,No
ZOM1989,Masala Magic (Juh),Mumbai,Continental,Food Court,3.9,2964,638,Good (3.5-4.0),Mid-range (300-700),31.18,Yes,No
ZOM1990,Food Junction (Sak),Delhi,North Indian,Cafe,4.0,3784,887,Good (3.5-4.0),Premium (700-1500),32.96,No,No
ZOM1991,Olive Garden (Whi),Bangalore,Fast Food,Quick Bites,1.9,1937,486,Poor (<2.5),Mid-range (300-700),14.38,Yes,No
ZOM1992,Dosa Point (Dad),Mumbai,Gujarati,Bakery,3.5,1886,750,Average (2.5-3.5),Premium (700-1500),26.4,Yes,No
ZOM1993,Saffron Kitchen (Gac),Hyderabad,North Indian,Bakery,4.4,2897,386,Very Good (4.0-4.5),Mid-range (300-700),35.08,Yes,No
ZOM1994,Urban Bites (Dwa),Delhi,Mexican,Quick Bites,3.5,1450,280,Average (2.5-3.5),Budget (<300),25.48,Yes,No
ZOM1995,Spice Garden (Hau),Delhi,North Indian,Food Court,3.9,2299,271,Good (3.5-4.0),Budget (<300),30.19,Yes,No
ZOM1996,The Grill House (Con),Delhi,Gujarati,Casual Dining,4.6,2058,786,Excellent (4.5+),Premium (700-1500),35.1,Yes,No
ZOM1997,Burger House (Ind),Lucknow,Italian,Casual Dining,3.3,831,748,Average (2.5-3.5),Premium (700-1500),22.19,No,Yes
ZOM1998,Burger House (Beh),Kolkata,Gujarati,Casual Dining,4.1,3913,686,Very Good (4.0-4.5),Mid-range (300-700),33.92,Yes,Yes
ZOM1999,Tikka Town (Ali),Lucknow,South Indian,Cafe,3.0,4625,1038,Average (2.5-3.5),Premium (700-1500),25.32,Yes,No
